     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
     -99.0000     -99.0000
